0,0,0.135384,-36.391620,0.447395
0,1,0.067953,-40.133945,0.310253
0,2,0.079197,-35.795406,0.322876
0,3,0.078783,-33.010898,0.330982
0,4,0.079075,-42.730683,0.348417
0,5,0.075543,-37.183363,0.326712
0,6,0.056579,-35.441628,0.247208
0,7,0.094609,-33.360734,0.380757
0,8,0.082696,-32.237697,0.346489
0,9,0.093069,-35.402972,0.370800
0,10,0.078787,-34.224005,0.324254
0,11,0.096009,-33.701421,0.400470
0,12,0.083019,-33.534613,0.359387
0,13,0.095728,-64.195873,0.426155
0,14,0.093724,-45.005457,0.403185
0,15,0.111441,-41.471231,0.456446
0,16,0.101814,-37.040038,0.425021
0,17,0.091516,-33.165172,0.380841
0,18,0.100120,-37.805737,0.409273
0,19,0.107148,-44.599059,0.427776
1,0,0.067953,-40.133945,0.310253
1,1,0.079945,-37.530666,0.263058
1,2,0.068191,-34.186464,0.256189
1,3,0.068781,-31.326891,0.262879
1,4,0.071074,-40.487073,0.275092
1,5,0.064782,-36.084379,0.259835
1,6,0.050014,-32.850484,0.195753
1,7,0.070782,-33.374392,0.290765
1,8,0.064441,-30.790529,0.262667
1,9,0.064316,-36.082893,0.276564
1,10,0.058395,-33.451404,0.245879
1,11,0.071371,-33.727014,0.305092
1,12,0.066040,-32.713494,0.276189
1,13,0.066413,-66.670133,0.326876
1,14,0.069224,-45.539818,0.308097
1,15,0.069648,-45.321889,0.338309
1,16,0.069033,-38.458275,0.319544
1,17,0.064929,-33.188626,0.283118
1,18,0.067473,-39.071400,0.299567
1,19,0.066127,-47.735433,0.309861
2,0,0.079197,-35.795406,0.322876
2,1,0.068191,-34.186464,0.256189
2,2,0.106585,-29.283830,0.305710
2,3,0.081628,-27.149317,0.283204
2,4,0.082713,-36.512460,0.289891
2,5,0.075849,-31.931787,0.275539
2,6,0.056995,-29.002694,0.205659
2,7,0.083382,-29.051816,0.305975
2,8,0.074796,-26.658425,0.275698
2,9,0.074985,-31.831553,0.289552
2,10,0.067619,-29.314054,0.255541
2,11,0.082548,-29.521266,0.315395
2,12,0.075873,-28.633860,0.289459
2,13,0.076565,-62.783938,0.336467
2,14,0.079672,-41.488128,0.315875
2,15,0.079400,-41.131371,0.343937
2,16,0.080635,-34.226036,0.331152
2,17,0.074560,-29.070267,0.291357
2,18,0.078778,-34.817869,0.312720
2,19,0.076950,-43.493609,0.320907
3,0,0.078783,-33.010898,0.330982
3,1,0.068781,-31.326891,0.262879
3,2,0.081628,-27.149317,0.283204
3,3,0.104450,-23.654840,0.316457
3,4,0.085587,-33.540177,0.307130
